method,video_id,genre,length_bucket,caption_type,threshold,compression,sbert_cosine,rouge1_r,rougeL_r,segs_kept,segs_total,pct_segments_removed,pct_words_removed
tfidf,Vkh9gT7Kiyc,lectures,long,unknown,0.9,0.9925,0.9997,,,104,107,2.8037383177570097,0.7499999999999951
tfidf,Vkh9gT7Kiyc,lectures,long,unknown,0.95,0.9992,0.9999,,,106,107,0.9345794392523366,0.08000000000000229
sbert,Vkh9gT7Kiyc,lectures,long,unknown,0.5,0.9014,0.9967,,,89,107,16.82242990654206,9.860000000000003
sbert,Vkh9gT7Kiyc,lectures,long,unknown,0.6,0.9721,0.9988,,,100,107,6.542056074766355,2.7900000000000036
sbert,Vkh9gT7Kiyc,lectures,long,unknown,0.7,0.9894,0.9993,,,103,107,3.738317757009346,1.0600000000000054
sbert,Vkh9gT7Kiyc,lectures,long,unknown,0.8,0.9958,0.9997,,,105,107,1.869158878504673,0.41999999999999815
sbert,Vkh9gT7Kiyc,lectures,long,unknown,0.9,0.9966,0.9999,,,106,107,0.9345794392523366,0.33999999999999586
sbert,Vkh9gT7Kiyc,lectures,long,unknown,0.95,1.0,1.0,,,107,107,0.0,0.0
heuristic,Vkh9gT7Kiyc,lectures,long,unknown,0.5,0.082,0.8942,,,11,107,89.7196261682243,91.8
heuristic,Vkh9gT7Kiyc,lectures,long,unknown,0.6,0.1375,0.9362,,,15,107,85.98130841121495,86.25
heuristic,Vkh9gT7Kiyc,lectures,long,unknown,0.7,0.4486,0.9798,,,38,107,64.48598130841121,55.14
heuristic,Vkh9gT7Kiyc,lectures,long,unknown,0.8,0.7651,0.9939,,,68,107,36.44859813084113,23.49
heuristic,Vkh9gT7Kiyc,lectures,long,unknown,0.9,0.9928,0.9996,,,104,107,2.8037383177570097,0.7199999999999984
heuristic,Vkh9gT7Kiyc,lectures,long,unknown,0.95,0.9992,0.9999,,,106,107,0.9345794392523366,0.08000000000000229
model,VrORMy_9Ig4,commentary,long,unknown,0.5,0.6746,0.9776,0.6725,0.6725,70,127,44.881889763779526,32.54
model,VrORMy_9Ig4,commentary,long,unknown,0.6,0.7885,0.9845,0.7859,0.7859,87,127,31.496062992125985,21.150000000000002
model,VrORMy_9Ig4,commentary,long,unknown,0.7,0.8653,0.9916,0.8632,0.8632,99,127,22.047244094488192,13.470000000000004
model,VrORMy_9Ig4,commentary,long,unknown,0.8,0.9465,0.9975,0.9459,0.9459,114,127,10.236220472440948,5.35
model,VrORMy_9Ig4,commentary,long,unknown,0.9,0.9809,0.9991,0.9803,0.9803,121,127,4.7244094488189,1.9100000000000006
model,VrORMy_9Ig4,commentary,long,unknown,0.95,1.0,1.0,1.0,1.0,127,127,0.0,0.0
tfidf,VrORMy_9Ig4,commentary,long,unknown,0.5,0.6052,0.9758,,,58,127,54.33070866141732,39.480000000000004
tfidf,VrORMy_9Ig4,commentary,long,unknown,0.6,0.8009,0.9866,,,86,127,32.28346456692913,19.910000000000004
tfidf,VrORMy_9Ig4,commentary,long,unknown,0.7,0.9373,0.9967,,,110,127,13.38582677165354,6.269999999999998
tfidf,VrORMy_9Ig4,commentary,long,unknown,0.8,0.9724,0.9983,,,118,127,7.0866141732283445,2.759999999999996
tfidf,VrORMy_9Ig4,commentary,long,unknown,0.9,0.9954,0.9997,,,125,127,1.5748031496062964,0.46000000000000485
tfidf,VrORMy_9Ig4,commentary,long,unknown,0.95,0.9954,0.9997,,,125,127,1.5748031496062964,0.46000000000000485
sbert,VrORMy_9Ig4,commentary,long,unknown,0.5,0.4358,0.9504,,,49,127,61.417322834645674,56.42
sbert,VrORMy_9Ig4,commentary,long,unknown,0.6,0.7094,0.976,,,86,127,32.28346456692913,29.059999999999995
sbert,VrORMy_9Ig4,commentary,long,unknown,0.7,0.7934,0.9868,,,100,127,21.259842519685034,20.66
sbert,VrORMy_9Ig4,commentary,long,unknown,0.8,0.914,0.9956,,,118,127,7.0866141732283445,8.599999999999996
sbert,VrORMy_9Ig4,commentary,long,unknown,0.9,0.9503,0.9988,,,123,127,3.149606299212604,4.969999999999997
sbert,VrORMy_9Ig4,commentary,long,unknown,0.95,1.0,1.0,,,127,127,0.0,0.0
heuristic,VrORMy_9Ig4,commentary,long,unknown,0.5,0.5171,0.9784,,,68,127,46.45669291338582,48.29
heuristic,VrORMy_9Ig4,commentary,long,unknown,0.6,0.6237,0.9868,,,79,127,37.79527559055118,37.629999999999995
heuristic,VrORMy_9Ig4,commentary,long,unknown,0.7,0.7945,0.9943,,,96,127,24.409448818897637,20.55
heuristic,VrORMy_9Ig4,commentary,long,unknown,0.8,0.9444,0.9982,,,117,127,7.874015748031493,5.559999999999999
heuristic,VrORMy_9Ig4,commentary,long,unknown,0.9,0.9961,0.9999,,,126,127,0.7874015748031482,0.39000000000000146
heuristic,VrORMy_9Ig4,commentary,long,unknown,0.95,1.0,1.0,,,127,127,0.0,0.0
model,WmQOrHQfrv0,entertainment,medium,unknown,0.5,0.5695,0.8997,0.5677,0.5677,33,93,64.51612903225806,43.05
model,WmQOrHQfrv0,entertainment,medium,unknown,0.6,0.6464,0.9242,0.6452,0.6452,41,93,55.91397849462365,35.36
model,WmQOrHQfrv0,entertainment,medium,unknown,0.7,0.7671,0.9621,0.7665,0.7665,55,93,40.86021505376344,23.29
model,WmQOrHQfrv0,entertainment,medium,unknown,0.8,0.8383,0.9751,0.8383,0.8383,66,93,29.032258064516125,16.169999999999995
model,WmQOrHQfrv0,entertainment,medium,unknown,0.9,1.0,1.0,1.0,1.0,93,93,0.0,0.0
model,WmQOrHQfrv0,entertainment,medium,unknown,0.95,1.0,1.0,1.0,1.0,93,93,0.0,0.0
tfidf,WmQOrHQfrv0,entertainment,medium,unknown,0.5,0.1881,0.6687,,,7,93,92.47311827956989,81.19000000000001
tfidf,WmQOrHQfrv0,entertainment,medium,unknown,0.6,0.3671,0.8432,,,16,93,82.79569892473117,63.29
tfidf,WmQOrHQfrv0,entertainment,medium,unknown,0.7,0.52,0.9019,,,26,93,72.04301075268818,48.0
tfidf,WmQOrHQfrv0,entertainment,medium,unknown,0.8,0.8214,0.9772,,,61,93,34.40860215053764,17.86
tfidf,WmQOrHQfrv0,entertainment,medium,unknown,0.9,0.9468,0.9932,,,80,93,13.978494623655912,5.320000000000002
tfidf,WmQOrHQfrv0,entertainment,medium,unknown,0.95,0.9793,0.998,,,87,93,6.451612903225811,2.070000000000005
sbert,WmQOrHQfrv0,entertainment,medium,unknown,0.5,0.3014,0.8819,,,26,93,72.04301075268818,69.86
sbert,WmQOrHQfrv0,entertainment,medium,unknown,0.6,0.5475,0.924,,,46,93,50.53763440860215,45.25
sbert,WmQOrHQfrv0,entertainment,medium,unknown,0.7,0.842,0.9918,,,77,93,17.204301075268813,15.800000000000002
sbert,WmQOrHQfrv0,entertainment,medium,unknown,0.8,0.98,0.9993,,,91,93,2.1505376344086002,2.0000000000000018
sbert,WmQOrHQfrv0,entertainment,medium,unknown,0.9,1.0,1.0,,,93,93,0.0,0.0
sbert,WmQOrHQfrv0,entertainment,medium,unknown,0.95,1.0,1.0,,,93,93,0.0,0.0
heuristic,WmQOrHQfrv0,entertainment,medium,unknown,0.5,0.3549,0.9463,,,34,93,63.44086021505376,64.51
heuristic,WmQOrHQfrv0,entertainment,medium,unknown,0.6,0.3837,0.9441,,,35,93,62.365591397849464,61.63000000000001
heuristic,WmQOrHQfrv0,entertainment,medium,unknown,0.7,0.399,0.948,,,36,93,61.29032258064516,60.099999999999994
heuristic,WmQOrHQfrv0,entertainment,medium,unknown,0.8,0.5763,0.9661,,,45,93,51.61290322580645,42.37
heuristic,WmQOrHQfrv0,entertainment,medium,unknown,0.9,0.9122,0.9915,,,78,93,16.129032258064512,8.78
heuristic,WmQOrHQfrv0,entertainment,medium,unknown,0.95,0.9834,0.998,,,89,93,4.3010752688172005,1.6599999999999948
model,WzgMzf4sBFU,entertainment,long,unknown,0.5,0.634,0.9099,0.6322,0.6322,11,29,62.06896551724138,36.6
model,WzgMzf4sBFU,entertainment,long,unknown,0.6,0.7004,0.9365,0.699,0.699,13,29,55.172413793103445,29.959999999999997
model,WzgMzf4sBFU,entertainment,long,unknown,0.7,0.8066,0.9614,0.8074,0.8074,17,29,41.379310344827594,19.340000000000003
model,WzgMzf4sBFU,entertainment,long,unknown,0.8,0.8935,0.9733,0.8943,0.8943,20,29,31.034482758620683,10.650000000000004
model,WzgMzf4sBFU,entertainment,long,unknown,0.9,0.9546,0.993,0.9549,0.9549,25,29,13.793103448275868,4.539999999999999
model,WzgMzf4sBFU,entertainment,long,unknown,0.95,1.0,1.0,1.0,1.0,29,29,0.0,0.0
tfidf,WzgMzf4sBFU,entertainment,long,unknown,0.5,0.594,0.905,,,10,29,65.51724137931035,40.6
tfidf,WzgMzf4sBFU,entertainment,long,unknown,0.6,0.6982,0.9369,,,13,29,55.172413793103445,30.179999999999996
tfidf,WzgMzf4sBFU,entertainment,long,unknown,0.7,0.8373,0.9598,,,18,29,37.93103448275862,16.269999999999996
tfidf,WzgMzf4sBFU,entertainment,long,unknown,0.8,0.9313,0.9809,,,22,29,24.13793103448276,6.869999999999998
tfidf,WzgMzf4sBFU,entertainment,long,unknown,0.9,0.9763,0.9935,,,26,29,10.344827586206895,2.3700000000000054
tfidf,WzgMzf4sBFU,entertainment,long,unknown,0.95,0.9837,0.9954,,,27,29,6.896551724137934,1.6299999999999981
sbert,WzgMzf4sBFU,entertainment,long,unknown,0.5,0.7027,0.9795,,,19,29,34.48275862068966,29.73
sbert,WzgMzf4sBFU,entertainment,long,unknown,0.6,0.992,0.9979,,,28,29,3.4482758620689613,0.8000000000000007
sbert,WzgMzf4sBFU,entertainment,long,unknown,0.7,0.992,0.9979,,,28,29,3.4482758620689613,0.8000000000000007
sbert,WzgMzf4sBFU,entertainment,long,unknown,0.8,1.0,1.0,,,29,29,0.0,0.0
sbert,WzgMzf4sBFU,entertainment,long,unknown,0.9,1.0,1.0,,,29,29,0.0,0.0
sbert,WzgMzf4sBFU,entertainment,long,unknown,0.95,1.0,1.0,,,29,29,0.0,0.0
heuristic,WzgMzf4sBFU,entertainment,long,unknown,0.5,0.0569,0.6912,,,2,29,93.10344827586206,94.31
heuristic,WzgMzf4sBFU,entertainment,long,unknown,0.6,0.3887,0.9056,,,8,29,72.41379310344827,61.129999999999995
heuristic,WzgMzf4sBFU,entertainment,long,unknown,0.7,0.5668,0.9164,,,11,29,62.06896551724138,43.32
heuristic,WzgMzf4sBFU,entertainment,long,unknown,0.8,0.7388,0.9601,,,16,29,44.827586206896555,26.119999999999997
heuristic,WzgMzf4sBFU,entertainment,long,unknown,0.9,0.9581,0.9927,,,25,29,13.793103448275868,4.190000000000005
heuristic,WzgMzf4sBFU,entertainment,long,unknown,0.95,0.9917,0.9982,,,28,29,3.4482758620689613,0.8299999999999974
model,XKSjCOKDtpk,commentary,long,unknown,0.5,0.8427,0.9848,0.8422,0.8422,62,83,25.30120481927711,15.73
model,XKSjCOKDtpk,commentary,long,unknown,0.6,0.8837,0.9891,0.8844,0.8844,66,83,20.481927710843372,11.629999999999995
model,XKSjCOKDtpk,commentary,long,unknown,0.7,0.9155,0.9927,0.9161,0.9161,70,83,15.662650602409634,8.450000000000003
model,XKSjCOKDtpk,commentary,long,unknown,0.8,0.9559,0.9962,0.9566,0.9566,75,83,9.638554216867467,4.410000000000003
model,XKSjCOKDtpk,commentary,long,unknown,0.9,0.987,0.9987,0.9878,0.9878,80,83,3.6144578313253017,1.3000000000000012
model,XKSjCOKDtpk,commentary,long,unknown,0.95,0.9949,0.9996,0.9953,0.9953,82,83,1.2048192771084376,0.5099999999999993
tfidf,XKSjCOKDtpk,commentary,long,unknown,0.5,0.6043,0.9694,,,38,83,54.216867469879524,39.57000000000001
tfidf,XKSjCOKDtpk,commentary,long,unknown,0.6,0.7935,0.9787,,,55,83,33.734939759036145,20.650000000000002
tfidf,XKSjCOKDtpk,commentary,long,unknown,0.7,0.8826,0.9876,,,65,83,21.68674698795181,11.739999999999995
tfidf,XKSjCOKDtpk,commentary,long,unknown,0.8,0.9368,0.9933,,,72,83,13.253012048192769,6.320000000000004
tfidf,XKSjCOKDtpk,commentary,long,unknown,0.9,0.987,0.9987,,,80,83,3.6144578313253017,1.3000000000000012
tfidf,XKSjCOKDtpk,commentary,long,unknown,0.95,0.9921,0.9993,,,81,83,2.409638554216864,0.7900000000000018
sbert,XKSjCOKDtpk,commentary,long,unknown,0.5,0.4144,0.9621,,,33,83,60.24096385542168,58.56
sbert,XKSjCOKDtpk,commentary,long,unknown,0.6,0.6703,0.9843,,,54,83,34.93975903614458,32.97
sbert,XKSjCOKDtpk,commentary,long,unknown,0.7,0.8384,0.9913,,,68,83,18.07228915662651,16.159999999999997
sbert,XKSjCOKDtpk,commentary,long,unknown,0.8,0.949,0.9975,,,78,83,6.024096385542165,5.100000000000005
sbert,XKSjCOKDtpk,commentary,long,unknown,0.9,0.961,0.9987,,,80,83,3.6144578313253017,3.9000000000000035
sbert,XKSjCOKDtpk,commentary,long,unknown,0.95,1.0,1.0,,,83,83,0.0,0.0
heuristic,XKSjCOKDtpk,commentary,long,unknown,0.5,0.6508,0.9807,,,51,83,38.55421686746988,34.919999999999995
heuristic,XKSjCOKDtpk,commentary,long,unknown,0.6,0.7178,0.9843,,,55,83,33.734939759036145,28.22
heuristic,XKSjCOKDtpk,commentary,long,unknown,0.7,0.827,0.9913,,,64,83,22.891566265060238,17.300000000000004
heuristic,XKSjCOKDtpk,commentary,long,unknown,0.8,0.9323,0.9949,,,73,83,12.048192771084343,6.769999999999998
heuristic,XKSjCOKDtpk,commentary,long,unknown,0.9,0.9659,0.9972,,,77,83,7.2289156626506035,3.410000000000002
heuristic,XKSjCOKDtpk,commentary,long,unknown,0.95,0.99,0.9993,,,81,83,2.409638554216864,1.0000000000000009
model,XX7PdJIGiCw,commentary,long,unknown,0.5,0.7767,0.9729,0.7783,0.7783,40,65,38.46153846153846,22.330000000000005
model,XX7PdJIGiCw,commentary,long,unknown,0.6,0.8829,0.9759,0.8834,0.8834,48,65,26.15384615384615,11.709999999999997
model,XX7PdJIGiCw,commentary,long,unknown,0.7,0.9308,0.9846,0.9311,0.9311,53,65,18.461538461538463,6.9200000000000035
model,XX7PdJIGiCw,commentary,long,unknown,0.8,0.9515,0.9879,0.9519,0.9519,55,65,15.384615384615385,4.849999999999999
model,XX7PdJIGiCw,commentary,long,unknown,0.9,0.9826,0.9964,0.9828,0.9828,60,65,7.692307692307687,1.739999999999997
model,XX7PdJIGiCw,commentary,long,unknown,0.95,0.9978,0.9996,0.9977,0.9977,64,65,1.538461538461533,0.21999999999999797
tfidf,XX7PdJIGiCw,commentary,long,unknown,0.5,0.6758,0.9664,,,33,65,49.23076923076923,32.42
tfidf,XX7PdJIGiCw,commentary,long,unknown,0.6,0.7994,0.971,,,43,65,33.84615384615385,20.06
tfidf,XX7PdJIGiCw,commentary,long,unknown,0.7,0.91,0.9837,,,51,65,21.53846153846154,8.999999999999996
tfidf,XX7PdJIGiCw,commentary,long,unknown,0.8,0.9626,0.9934,,,57,65,12.307692307692308,3.739999999999999
tfidf,XX7PdJIGiCw,commentary,long,unknown,0.9,0.9873,0.9975,,,61,65,6.153846153846154,1.2700000000000045
tfidf,XX7PdJIGiCw,commentary,long,unknown,0.95,0.9933,0.999,,,63,65,3.076923076923077,0.6700000000000039
sbert,XX7PdJIGiCw,commentary,long,unknown,0.5,0.6097,0.9574,,,36,65,44.61538461538461,39.03
sbert,XX7PdJIGiCw,commentary,long,unknown,0.6,0.8487,0.9829,,,50,65,23.076923076923073,15.129999999999999
sbert,XX7PdJIGiCw,commentary,long,unknown,0.7,0.9296,0.9944,,,58,65,10.769230769230765,7.040000000000002
sbert,XX7PdJIGiCw,commentary,long,unknown,0.8,0.9498,0.9975,,,61,65,6.153846153846154,5.020000000000002
sbert,XX7PdJIGiCw,commentary,long,unknown,0.9,0.979,0.999,,,63,65,3.076923076923077,2.100000000000002
sbert,XX7PdJIGiCw,commentary,long,unknown,0.95,1.0,1.0,,,65,65,0.0,0.0
heuristic,XX7PdJIGiCw,commentary,long,unknown,0.5,0.7717,0.9917,,,46,65,29.230769230769226,22.829999999999995
heuristic,XX7PdJIGiCw,commentary,long,unknown,0.6,0.8194,0.989,,,50,65,23.076923076923073,18.06
heuristic,XX7PdJIGiCw,commentary,long,unknown,0.7,0.8378,0.9912,,,51,65,21.53846153846154,16.220000000000002
heuristic,XX7PdJIGiCw,commentary,long,unknown,0.8,0.9316,0.9943,,,58,65,10.769230769230765,6.840000000000002
heuristic,XX7PdJIGiCw,commentary,long,unknown,0.9,0.9871,0.9982,,,62,65,4.61538461538461,1.2900000000000023
heuristic,XX7PdJIGiCw,commentary,long,unknown,0.95,0.9933,0.999,,,63,65,3.076923076923077,0.6700000000000039
model,XrIdECo9YSA,entertainment,long,unknown,0.5,0.6353,0.9766,0.6323,0.6323,106,223,52.46636771300448,36.47
model,XrIdECo9YSA,entertainment,long,unknown,0.6,0.7232,0.9834,0.7203,0.7203,129,223,42.152466367713004,27.680000000000003
model,XrIdECo9YSA,entertainment,long,unknown,0.7,0.8164,0.9887,0.8138,0.8138,152,223,31.838565022421527,18.36
model,XrIdECo9YSA,entertainment,long,unknown,0.8,0.8966,0.9939,0.895,0.895,177,223,20.627802690582964,10.340000000000005
model,XrIdECo9YSA,entertainment,long,unknown,0.9,0.9658,0.9979,0.9649,0.9649,203,223,8.968609865470857,3.420000000000001
model,XrIdECo9YSA,entertainment,long,unknown,0.95,1.0,1.0,1.0,1.0,223,223,0.0,0.0
tfidf,XrIdECo9YSA,entertainment,long,unknown,0.5,0.6495,0.9701,,,101,223,54.7085201793722,35.050000000000004
tfidf,XrIdECo9YSA,entertainment,long,unknown,0.6,0.8267,0.9871,,,150,223,32.7354260089686,17.330000000000002
tfidf,XrIdECo9YSA,entertainment,long,unknown,0.7,0.9519,0.9969,,,197,223,11.659192825112108,4.810000000000003
tfidf,XrIdECo9YSA,entertainment,long,unknown,0.8,0.9894,0.9989,,,214,223,4.0358744394618835,1.0600000000000054
tfidf,XrIdECo9YSA,entertainment,long,unknown,0.9,0.9962,0.9998,,,220,223,1.3452914798206317,0.38000000000000256
tfidf,XrIdECo9YSA,entertainment,long,unknown,0.95,0.9979,0.9999,,,222,223,0.4484304932735439,0.20999999999999908
sbert,XrIdECo9YSA,entertainment,long,unknown,0.5,0.1076,0.9043,,,22,223,90.13452914798206,89.24
sbert,XrIdECo9YSA,entertainment,long,unknown,0.6,0.4779,0.9756,,,97,223,56.50224215246637,52.21
sbert,XrIdECo9YSA,entertainment,long,unknown,0.7,0.787,0.9924,,,167,223,25.11210762331838,21.299999999999997
sbert,XrIdECo9YSA,entertainment,long,unknown,0.8,0.9673,0.999,,,212,223,4.932735426008971,3.269999999999995
sbert,XrIdECo9YSA,entertainment,long,unknown,0.9,1.0,1.0,,,223,223,0.0,0.0
sbert,XrIdECo9YSA,entertainment,long,unknown,0.95,1.0,1.0,,,223,223,0.0,0.0
heuristic,XrIdECo9YSA,entertainment,long,unknown,0.5,0.3299,0.9716,,,77,223,65.47085201793722,67.00999999999999
heuristic,XrIdECo9YSA,entertainment,long,unknown,0.6,0.4768,0.9799,,,97,223,56.50224215246637,52.32
heuristic,XrIdECo9YSA,entertainment,long,unknown,0.7,0.6888,0.9825,,,132,223,40.80717488789237,31.120000000000005
heuristic,XrIdECo9YSA,entertainment,long,unknown,0.8,0.9124,0.9953,,,186,223,16.59192825112108,8.760000000000002
heuristic,XrIdECo9YSA,entertainment,long,unknown,0.9,0.9966,0.9997,,,220,223,1.3452914798206317,0.33999999999999586
heuristic,XrIdECo9YSA,entertainment,long,unknown,0.95,0.9991,0.9999,,,222,223,0.4484304932735439,0.09000000000000119
model,Xu7PS9MQM4Y,entertainment,long,unknown,0.5,0.5955,0.9588,0.5932,0.5932,41,102,59.80392156862745,40.449999999999996
model,Xu7PS9MQM4Y,entertainment,long,unknown,0.6,0.7083,0.9796,0.7055,0.7055,56,102,45.09803921568627,29.169999999999995
model,Xu7PS9MQM4Y,entertainment,long,unknown,0.7,0.8098,0.9879,0.808,0.808,71,102,30.3921568627451,19.020000000000003
model,Xu7PS9MQM4Y,entertainment,long,unknown,0.8,0.9033,0.9941,0.9031,0.9031,84,102,17.647058823529417,9.670000000000002
model,Xu7PS9MQM4Y,entertainment,long,unknown,0.9,1.0,1.0,1.0,1.0,102,102,0.0,0.0
model,Xu7PS9MQM4Y,entertainment,long,unknown,0.95,1.0,1.0,1.0,1.0,102,102,0.0,0.0
tfidf,Xu7PS9MQM4Y,entertainment,long,unknown,0.5,0.4943,0.9448,,,31,102,69.6078431372549,50.57000000000001
tfidf,Xu7PS9MQM4Y,entertainment,long,unknown,0.6,0.6726,0.9727,,,48,102,52.94117647058824,32.74
tfidf,Xu7PS9MQM4Y,entertainment,long,unknown,0.7,0.8735,0.991,,,75,102,26.470588235294112,12.649999999999995
tfidf,Xu7PS9MQM4Y,entertainment,long,unknown,0.8,0.972,0.9978,,,94,102,7.843137254901967,2.8000000000000025
tfidf,Xu7PS9MQM4Y,entertainment,long,unknown,0.9,0.9967,0.9998,,,101,102,0.9803921568627416,0.32999999999999696
tfidf,Xu7PS9MQM4Y,entertainment,long,unknown,0.95,0.9967,0.9998,,,101,102,0.9803921568627416,0.32999999999999696
sbert,Xu7PS9MQM4Y,entertainment,long,unknown,0.5,0.5277,0.965,,,48,102,52.94117647058824,47.230000000000004
sbert,Xu7PS9MQM4Y,entertainment,long,unknown,0.6,0.7173,0.9816,,,69,102,32.35294117647059,28.269999999999996
sbert,Xu7PS9MQM4Y,entertainment,long,unknown,0.7,0.8574,0.9928,,,86,102,15.686274509803921,14.259999999999994
sbert,Xu7PS9MQM4Y,entertainment,long,unknown,0.8,0.9848,0.9995,,,100,102,1.9607843137254943,1.5199999999999991
sbert,Xu7PS9MQM4Y,entertainment,long,unknown,0.9,1.0,1.0,,,102,102,0.0,0.0
sbert,Xu7PS9MQM4Y,entertainment,long,unknown,0.95,1.0,1.0,,,102,102,0.0,0.0
heuristic,Xu7PS9MQM4Y,entertainment,long,unknown,0.5,0.4024,0.9616,,,45,102,55.88235294117647,59.760000000000005
heuristic,Xu7PS9MQM4Y,entertainment,long,unknown,0.6,0.4393,0.9612,,,48,102,52.94117647058824,56.07
heuristic,Xu7PS9MQM4Y,entertainment,long,unknown,0.7,0.625,0.9756,,,59,102,42.15686274509803,37.5
heuristic,Xu7PS9MQM4Y,entertainment,long,unknown,0.8,0.8307,0.9933,,,77,102,24.50980392156863,16.93
heuristic,Xu7PS9MQM4Y,entertainment,long,unknown,0.9,0.9952,0.9998,,,101,102,0.9803921568627416,0.48000000000000265
heuristic,Xu7PS9MQM4Y,entertainment,long,unknown,0.95,1.0,1.0,,,102,102,0.0,0.0
model,Xz0x-8-cgaQ,lectures,medium,unknown,0.5,1.0,1.0,1.0,1.0,1,1,0.0,0.0
model,Xz0x-8-cgaQ,lectures,medium,unknown,0.6,1.0,1.0,1.0,1.0,1,1,0.0,0.0
model,Xz0x-8-cgaQ,lectures,medium,unknown,0.7,1.0,1.0,1.0,1.0,1,1,0.0,0.0
model,Xz0x-8-cgaQ,lectures,medium,unknown,0.8,1.0,1.0,1.0,1.0,1,1,0.0,0.0
model,Xz0x-8-cgaQ,lectures,medium,unknown,0.9,1.0,1.0,1.0,1.0,1,1,0.0,0.0
model,Xz0x-8-cgaQ,lectures,medium,unknown,0.95,1.0,1.0,1.0,1.0,1,1,0.0,0.0
tfidf,Xz0x-8-cgaQ,lectures,medium,unknown,0.5,0.0,0.0,,,0,1,100.0,100.0
tfidf,Xz0x-8-cgaQ,lectures,medium,unknown,0.6,1.0,1.0,,,1,1,0.0,0.0
tfidf,Xz0x-8-cgaQ,lectures,medium,unknown,0.7,1.0,1.0,,,1,1,0.0,0.0
tfidf,Xz0x-8-cgaQ,lectures,medium,unknown,0.8,1.0,1.0,,,1,1,0.0,0.0
tfidf,Xz0x-8-cgaQ,lectures,medium,unknown,0.9,1.0,1.0,,,1,1,0.0,0.0
tfidf,Xz0x-8-cgaQ,lectures,medium,unknown,0.95,1.0,1.0,,,1,1,0.0,0.0
sbert,Xz0x-8-cgaQ,lectures,medium,unknown,0.5,1.0,1.0,,,1,1,0.0,0.0
sbert,Xz0x-8-cgaQ,lectures,medium,unknown,0.6,1.0,1.0,,,1,1,0.0,0.0
sbert,Xz0x-8-cgaQ,lectures,medium,unknown,0.7,1.0,1.0,,,1,1,0.0,0.0
sbert,Xz0x-8-cgaQ,lectures,medium,unknown,0.8,1.0,1.0,,,1,1,0.0,0.0
sbert,Xz0x-8-cgaQ,lectures,medium,unknown,0.9,1.0,1.0,,,1,1,0.0,0.0
sbert,Xz0x-8-cgaQ,lectures,medium,unknown,0.95,1.0,1.0,,,1,1,0.0,0.0
heuristic,Xz0x-8-cgaQ,lectures,medium,unknown,0.5,1.0,1.0,,,1,1,0.0,0.0
heuristic,Xz0x-8-cgaQ,lectures,medium,unknown,0.6,1.0,1.0,,,1,1,0.0,0.0
heuristic,Xz0x-8-cgaQ,lectures,medium,unknown,0.7,1.0,1.0,,,1,1,0.0,0.0
heuristic,Xz0x-8-cgaQ,lectures,medium,unknown,0.8,1.0,1.0,,,1,1,0.0,0.0
heuristic,Xz0x-8-cgaQ,lectures,medium,unknown,0.9,1.0,1.0,,,1,1,0.0,0.0
heuristic,Xz0x-8-cgaQ,lectures,medium,unknown,0.95,1.0,1.0,,,1,1,0.0,0.0
model,Y-W-w8yNiKU,commentary,long,unknown,0.5,0.8704,0.9926,0.8703,0.8703,63,80,21.250000000000004,12.960000000000004
model,Y-W-w8yNiKU,commentary,long,unknown,0.6,0.923,0.9957,0.9229,0.9229,69,80,13.749999999999996,7.699999999999996
model,Y-W-w8yNiKU,commentary,long,unknown,0.7,0.9386,0.9964,0.9383,0.9383,71,80,11.250000000000004,6.140000000000001
model,Y-W-w8yNiKU,commentary,long,unknown,0.8,0.98,0.999,0.9803,0.9803,77,80,3.749999999999998,2.0000000000000018
model,Y-W-w8yNiKU,commentary,long,unknown,0.9,0.9987,0.9997,0.9987,0.9987,79,80,1.2499999999999956,0.12999999999999678
model,Y-W-w8yNiKU,commentary,long,unknown,0.95,1.0,1.0,1.0,1.0,80,80,0.0,0.0
tfidf,Y-W-w8yNiKU,commentary,long,unknown,0.5,0.6379,0.9813,,,41,80,48.75000000000001,36.21
tfidf,Y-W-w8yNiKU,commentary,long,unknown,0.6,0.7952,0.9882,,,56,80,30.000000000000004,20.479999999999997
tfidf,Y-W-w8yNiKU,commentary,long,unknown,0.7,0.8985,0.9954,,,69,80,13.749999999999996,10.150000000000004
tfidf,Y-W-w8yNiKU,commentary,long,unknown,0.8,0.985,0.9995,,,78,80,2.500000000000002,1.5000000000000013
tfidf,Y-W-w8yNiKU,commentary,long,unknown,0.9,0.9987,0.9997,,,79,80,1.2499999999999956,0.12999999999999678
tfidf,Y-W-w8yNiKU,commentary,long,unknown,0.95,0.9987,0.9997,,,79,80,1.2499999999999956,0.12999999999999678
sbert,Y-W-w8yNiKU,commentary,long,unknown,0.5,0.5616,0.981,,,46,80,42.50000000000001,43.84
sbert,Y-W-w8yNiKU,commentary,long,unknown,0.6,0.7108,0.9863,,,57,80,28.749999999999996,28.92
sbert,Y-W-w8yNiKU,commentary,long,unknown,0.7,0.845,0.9935,,,69,80,13.749999999999996,15.500000000000004
sbert,Y-W-w8yNiKU,commentary,long,unknown,0.8,0.9278,0.9963,,,74,80,7.499999999999996,7.220000000000004
sbert,Y-W-w8yNiKU,commentary,long,unknown,0.9,0.9573,0.9975,,,76,80,5.000000000000004,4.269999999999996
