method,video_id,genre,length_bucket,caption_type,threshold,compression,sbert_cosine,rouge1_r,rougeL_r,segs_kept,segs_total,pct_segments_removed,pct_words_removed
sbert,5kPvzmuxSHE,tv_series,long,unknown,0.8,0.9644,0.9996,,,448,466,3.862660944206009,3.5599999999999965
sbert,5kPvzmuxSHE,tv_series,long,unknown,0.9,0.9941,1.0,,,463,466,0.6437768240343367,0.5900000000000016
sbert,5kPvzmuxSHE,tv_series,long,unknown,0.95,0.9981,1.0,,,465,466,0.21459227467811592,0.19000000000000128
heuristic,5kPvzmuxSHE,tv_series,long,unknown,0.5,0.7058,0.9979,,,335,466,28.11158798283262,29.42
heuristic,5kPvzmuxSHE,tv_series,long,unknown,0.6,0.7535,0.9979,,,350,466,24.892703862660948,24.650000000000006
heuristic,5kPvzmuxSHE,tv_series,long,unknown,0.7,0.8062,0.9984,,,367,466,21.244635193133043,19.379999999999995
heuristic,5kPvzmuxSHE,tv_series,long,unknown,0.8,0.9338,0.9991,,,421,466,9.656652360515016,6.620000000000004
heuristic,5kPvzmuxSHE,tv_series,long,unknown,0.9,0.996,1.0,,,462,466,0.8583690987124415,0.40000000000000036
heuristic,5kPvzmuxSHE,tv_series,long,unknown,0.95,1.0,1.0,,,466,466,0.0,0.0
model,5n2p4ucHHTI,tv_series,long,unknown,0.5,0.5881,0.9669,0.5865,0.5865,102,239,57.32217573221757,41.190000000000005
model,5n2p4ucHHTI,tv_series,long,unknown,0.6,0.6833,0.9784,0.6821,0.6821,127,239,46.86192468619247,31.669999999999998
model,5n2p4ucHHTI,tv_series,long,unknown,0.7,0.7708,0.9855,0.7694,0.7694,152,239,36.40167364016737,22.919999999999995
model,5n2p4ucHHTI,tv_series,long,unknown,0.8,0.8972,0.9946,0.8959,0.8959,192,239,19.665271966527197,10.280000000000001
model,5n2p4ucHHTI,tv_series,long,unknown,0.9,0.9872,0.9996,0.9874,0.9874,231,239,3.347280334728031,1.2800000000000034
model,5n2p4ucHHTI,tv_series,long,unknown,0.95,1.0,1.0,1.0,1.0,239,239,0.0,0.0
tfidf,5n2p4ucHHTI,tv_series,long,unknown,0.5,0.4115,0.9325,,,59,239,75.31380753138075,58.85
tfidf,5n2p4ucHHTI,tv_series,long,unknown,0.6,0.6179,0.9629,,,103,239,56.90376569037656,38.21
tfidf,5n2p4ucHHTI,tv_series,long,unknown,0.7,0.8203,0.9829,,,160,239,33.05439330543933,17.97
tfidf,5n2p4ucHHTI,tv_series,long,unknown,0.8,0.9357,0.9961,,,205,239,14.225941422594147,6.430000000000002
tfidf,5n2p4ucHHTI,tv_series,long,unknown,0.9,0.9875,0.9992,,,231,239,3.347280334728031,1.2499999999999956
tfidf,5n2p4ucHHTI,tv_series,long,unknown,0.95,0.9946,0.9995,,,234,239,2.092050209205021,0.539999999999996
sbert,5n2p4ucHHTI,tv_series,long,unknown,0.5,0.312,0.9205,,,58,239,75.73221757322176,68.8
sbert,5n2p4ucHHTI,tv_series,long,unknown,0.6,0.6431,0.976,,,137,239,42.67782426778243,35.69
sbert,5n2p4ucHHTI,tv_series,long,unknown,0.7,0.8711,0.9959,,,200,239,16.317991631799167,12.89
sbert,5n2p4ucHHTI,tv_series,long,unknown,0.8,0.9776,0.9996,,,233,239,2.5104602510460206,2.2399999999999975
sbert,5n2p4ucHHTI,tv_series,long,unknown,0.9,1.0,1.0,,,239,239,0.0,0.0
sbert,5n2p4ucHHTI,tv_series,long,unknown,0.95,1.0,1.0,,,239,239,0.0,0.0
heuristic,5n2p4ucHHTI,tv_series,long,unknown,0.5,0.4137,0.9847,,,106,239,55.64853556485356,58.63
heuristic,5n2p4ucHHTI,tv_series,long,unknown,0.6,0.5162,0.988,,,120,239,49.7907949790795,48.38
heuristic,5n2p4ucHHTI,tv_series,long,unknown,0.7,0.6382,0.9898,,,139,239,41.84100418410041,36.18
heuristic,5n2p4ucHHTI,tv_series,long,unknown,0.8,0.8151,0.9933,,,175,239,26.77824267782427,18.489999999999995
heuristic,5n2p4ucHHTI,tv_series,long,unknown,0.9,0.9773,0.9992,,,226,239,5.4393305439330515,2.2700000000000053
heuristic,5n2p4ucHHTI,tv_series,long,unknown,0.95,0.9983,0.9999,,,237,239,0.8368200836820106,0.17000000000000348
model,5u5I5jvWR5k,lectures,long,unknown,0.5,0.7145,0.9817,0.7143,0.7143,63,110,42.72727272727273,28.549999999999997
model,5u5I5jvWR5k,lectures,long,unknown,0.6,0.8378,0.988,0.8369,0.8369,80,110,27.27272727272727,16.220000000000002
model,5u5I5jvWR5k,lectures,long,unknown,0.7,0.9173,0.9947,0.9169,0.9169,92,110,16.36363636363637,8.27
model,5u5I5jvWR5k,lectures,long,unknown,0.8,0.9461,0.996,0.9451,0.9451,96,110,12.727272727272732,5.389999999999995
model,5u5I5jvWR5k,lectures,long,unknown,0.9,0.9763,0.9978,0.9761,0.9761,102,110,7.272727272727275,2.3700000000000054
model,5u5I5jvWR5k,lectures,long,unknown,0.95,0.9861,0.9992,0.986,0.986,106,110,3.6363636363636376,1.3900000000000023
tfidf,5u5I5jvWR5k,lectures,long,unknown,0.5,0.6391,0.9763,,,50,110,54.54545454545454,36.09
tfidf,5u5I5jvWR5k,lectures,long,unknown,0.6,0.8412,0.9877,,,75,110,31.818181818181824,15.880000000000006
tfidf,5u5I5jvWR5k,lectures,long,unknown,0.7,0.9196,0.9946,,,88,110,19.999999999999996,8.040000000000003
tfidf,5u5I5jvWR5k,lectures,long,unknown,0.8,0.9672,0.9974,,,99,110,9.999999999999998,3.280000000000005
tfidf,5u5I5jvWR5k,lectures,long,unknown,0.9,0.9919,0.9995,,,107,110,2.7272727272727226,0.8099999999999996
tfidf,5u5I5jvWR5k,lectures,long,unknown,0.95,0.9994,0.9998,,,109,110,0.9090909090909038,0.060000000000004494
sbert,5u5I5jvWR5k,lectures,long,unknown,0.5,0.5241,0.9631,,,49,110,55.45454545454545,47.589999999999996
sbert,5u5I5jvWR5k,lectures,long,unknown,0.6,0.7856,0.9866,,,77,110,30.000000000000004,21.440000000000005
sbert,5u5I5jvWR5k,lectures,long,unknown,0.7,0.9373,0.9954,,,97,110,11.818181818181817,6.269999999999998
sbert,5u5I5jvWR5k,lectures,long,unknown,0.8,0.9863,0.9994,,,107,110,2.7272727272727226,1.3700000000000045
sbert,5u5I5jvWR5k,lectures,long,unknown,0.9,0.9961,0.9998,,,109,110,0.9090909090909038,0.39000000000000146
sbert,5u5I5jvWR5k,lectures,long,unknown,0.95,1.0,1.0,,,110,110,0.0,0.0
heuristic,5u5I5jvWR5k,lectures,long,unknown,0.5,0.4446,0.98,,,50,110,54.54545454545454,55.54
heuristic,5u5I5jvWR5k,lectures,long,unknown,0.6,0.6399,0.9883,,,68,110,38.18181818181819,36.01
heuristic,5u5I5jvWR5k,lectures,long,unknown,0.7,0.781,0.9925,,,81,110,26.363636363636367,21.9
heuristic,5u5I5jvWR5k,lectures,long,unknown,0.8,0.9622,0.9975,,,101,110,8.18181818181818,3.7799999999999945
heuristic,5u5I5jvWR5k,lectures,long,unknown,0.9,0.9789,0.9985,,,104,110,5.454545454545457,2.1100000000000008
heuristic,5u5I5jvWR5k,lectures,long,unknown,0.95,0.9925,0.9997,,,108,110,1.8181818181818188,0.7499999999999951
model,66HUjlaOpw8,entertainment,medium,unknown,0.5,0.4981,0.963,0.4955,0.4955,34,94,63.829787234042556,50.19
model,66HUjlaOpw8,entertainment,medium,unknown,0.6,0.6033,0.9754,0.6014,0.6014,44,94,53.191489361702125,39.67
model,66HUjlaOpw8,entertainment,medium,unknown,0.7,0.7887,0.9872,0.7871,0.7871,64,94,31.914893617021278,21.130000000000003
model,66HUjlaOpw8,entertainment,medium,unknown,0.8,0.9428,0.9972,0.9435,0.9435,83,94,11.702127659574469,5.720000000000002
model,66HUjlaOpw8,entertainment,medium,unknown,0.9,1.0,1.0,1.0,1.0,94,94,0.0,0.0
model,66HUjlaOpw8,entertainment,medium,unknown,0.95,1.0,1.0,1.0,1.0,94,94,0.0,0.0
tfidf,66HUjlaOpw8,entertainment,medium,unknown,0.5,0.5531,0.9418,,,35,94,62.76595744680851,44.69
tfidf,66HUjlaOpw8,entertainment,medium,unknown,0.6,0.6951,0.9711,,,48,94,48.93617021276596,30.489999999999995
tfidf,66HUjlaOpw8,entertainment,medium,unknown,0.7,0.8493,0.9893,,,67,94,28.723404255319153,15.069999999999995
tfidf,66HUjlaOpw8,entertainment,medium,unknown,0.8,0.9411,0.9976,,,82,94,12.765957446808507,5.889999999999995
tfidf,66HUjlaOpw8,entertainment,medium,unknown,0.9,0.9736,0.9993,,,89,94,5.319148936170215,2.639999999999998
tfidf,66HUjlaOpw8,entertainment,medium,unknown,0.95,0.9887,0.9997,,,92,94,2.127659574468088,1.1299999999999977
sbert,66HUjlaOpw8,entertainment,medium,unknown,0.5,0.5435,0.9774,,,51,94,45.74468085106383,45.65
sbert,66HUjlaOpw8,entertainment,medium,unknown,0.6,0.7852,0.9924,,,75,94,20.21276595744681,21.48
sbert,66HUjlaOpw8,entertainment,medium,unknown,0.7,0.9294,0.9982,,,88,94,6.382978723404253,7.06
sbert,66HUjlaOpw8,entertainment,medium,unknown,0.8,0.9861,0.9998,,,93,94,1.0638297872340385,1.3900000000000023
sbert,66HUjlaOpw8,entertainment,medium,unknown,0.9,1.0,1.0,,,94,94,0.0,0.0
sbert,66HUjlaOpw8,entertainment,medium,unknown,0.95,1.0,1.0,,,94,94,0.0,0.0
heuristic,66HUjlaOpw8,entertainment,medium,unknown,0.5,0.4214,0.9804,,,46,94,51.06382978723405,57.86
heuristic,66HUjlaOpw8,entertainment,medium,unknown,0.6,0.5206,0.9884,,,51,94,45.74468085106383,47.940000000000005
heuristic,66HUjlaOpw8,entertainment,medium,unknown,0.7,0.6362,0.9926,,,59,94,37.23404255319149,36.38
heuristic,66HUjlaOpw8,entertainment,medium,unknown,0.8,0.8939,0.9957,,,79,94,15.957446808510634,10.609999999999998
heuristic,66HUjlaOpw8,entertainment,medium,unknown,0.9,0.9944,0.9998,,,93,94,1.0638297872340385,0.5600000000000049
heuristic,66HUjlaOpw8,entertainment,medium,unknown,0.95,1.0,1.0,,,94,94,0.0,0.0
model,6HVYHNTDOFs,commentary,long,unknown,0.5,0.862,0.9935,0.8623,0.8623,44,57,22.807017543859654,13.8
model,6HVYHNTDOFs,commentary,long,unknown,0.6,0.8904,0.9931,0.8905,0.8905,47,57,17.543859649122805,10.960000000000003
model,6HVYHNTDOFs,commentary,long,unknown,0.7,0.9438,0.9969,0.944,0.944,51,57,10.526315789473683,5.620000000000003
model,6HVYHNTDOFs,commentary,long,unknown,0.8,0.9754,0.9979,0.9757,0.9757,53,57,7.017543859649122,2.4599999999999955
model,6HVYHNTDOFs,commentary,long,unknown,0.9,0.9924,0.999,0.9924,0.9924,55,57,3.508771929824561,0.7600000000000051
model,6HVYHNTDOFs,commentary,long,unknown,0.95,0.9958,0.9995,0.9957,0.9957,56,57,1.7543859649122862,0.41999999999999815
tfidf,6HVYHNTDOFs,commentary,long,unknown,0.5,0.6553,0.9797,,,30,57,47.36842105263158,34.47
tfidf,6HVYHNTDOFs,commentary,long,unknown,0.6,0.8648,0.994,,,44,57,22.807017543859654,13.52
tfidf,6HVYHNTDOFs,commentary,long,unknown,0.7,0.9758,0.9982,,,53,57,7.017543859649122,2.42
tfidf,6HVYHNTDOFs,commentary,long,unknown,0.8,0.9835,0.9982,,,54,57,5.263157894736848,1.649999999999996
tfidf,6HVYHNTDOFs,commentary,long,unknown,0.9,0.9924,0.999,,,55,57,3.508771929824561,0.7600000000000051
tfidf,6HVYHNTDOFs,commentary,long,unknown,0.95,0.9966,0.9996,,,56,57,1.7543859649122862,0.33999999999999586
sbert,6HVYHNTDOFs,commentary,long,unknown,0.5,0.6527,0.9851,,,37,57,35.08771929824561,34.730000000000004
sbert,6HVYHNTDOFs,commentary,long,unknown,0.6,0.872,0.9975,,,50,57,12.28070175438597,12.8
sbert,6HVYHNTDOFs,commentary,long,unknown,0.7,0.9606,0.9986,,,54,57,5.263157894736848,3.939999999999999
sbert,6HVYHNTDOFs,commentary,long,unknown,0.8,0.9877,0.9991,,,55,57,3.508771929824561,1.2299999999999978
sbert,6HVYHNTDOFs,commentary,long,unknown,0.9,0.9919,0.9995,,,56,57,1.7543859649122862,0.8099999999999996
sbert,6HVYHNTDOFs,commentary,long,unknown,0.95,1.0,1.0,,,57,57,0.0,0.0
heuristic,6HVYHNTDOFs,commentary,long,unknown,0.5,0.8192,0.9928,,,44,57,22.807017543859654,18.079999999999995
heuristic,6HVYHNTDOFs,commentary,long,unknown,0.6,0.9029,0.9969,,,50,57,12.28070175438597,9.709999999999997
heuristic,6HVYHNTDOFs,commentary,long,unknown,0.7,0.9394,0.9973,,,52,57,8.771929824561408,6.059999999999999
heuristic,6HVYHNTDOFs,commentary,long,unknown,0.8,0.9869,0.9989,,,55,57,3.508771929824561,1.31
heuristic,6HVYHNTDOFs,commentary,long,unknown,0.9,0.9869,0.9989,,,55,57,3.508771929824561,1.31
heuristic,6HVYHNTDOFs,commentary,long,unknown,0.95,0.9958,0.9995,,,56,57,1.7543859649122862,0.41999999999999815
model,6btAk1CBU7U,commentary,long,unknown,0.5,0.7769,0.9826,0.7769,0.7769,60,94,36.170212765957444,22.309999999999995
model,6btAk1CBU7U,commentary,long,unknown,0.6,0.8419,0.9879,0.8427,0.8427,67,94,28.723404255319153,15.810000000000002
model,6btAk1CBU7U,commentary,long,unknown,0.7,0.8955,0.9906,0.8968,0.8968,74,94,21.276595744680847,10.450000000000003
model,6btAk1CBU7U,commentary,long,unknown,0.8,0.9544,0.9943,0.9545,0.9545,81,94,13.829787234042556,4.559999999999997
model,6btAk1CBU7U,commentary,long,unknown,0.9,0.9866,0.9978,0.9864,0.9864,88,94,6.382978723404253,1.3399999999999967
model,6btAk1CBU7U,commentary,long,unknown,0.95,1.0,1.0,1.0,1.0,94,94,0.0,0.0
tfidf,6btAk1CBU7U,commentary,long,unknown,0.5,0.597,0.9614,,,38,94,59.57446808510638,40.300000000000004
tfidf,6btAk1CBU7U,commentary,long,unknown,0.6,0.7798,0.9813,,,57,94,39.36170212765957,22.019999999999996
tfidf,6btAk1CBU7U,commentary,long,unknown,0.7,0.9148,0.9926,,,75,94,20.21276595744681,8.520000000000005
tfidf,6btAk1CBU7U,commentary,long,unknown,0.8,0.9595,0.9956,,,82,94,12.765957446808507,4.049999999999998
tfidf,6btAk1CBU7U,commentary,long,unknown,0.9,0.9783,0.9971,,,86,94,8.510638297872342,2.1700000000000053
tfidf,6btAk1CBU7U,commentary,long,unknown,0.95,0.9924,0.9987,,,90,94,4.255319148936165,0.7600000000000051
sbert,6btAk1CBU7U,commentary,long,unknown,0.5,0.4492,0.9678,,,36,94,61.702127659574465,55.08
sbert,6btAk1CBU7U,commentary,long,unknown,0.6,0.8409,0.9882,,,70,94,25.531914893617024,15.910000000000002
sbert,6btAk1CBU7U,commentary,long,unknown,0.7,0.9331,0.9944,,,82,94,12.765957446808507,6.689999999999996
sbert,6btAk1CBU7U,commentary,long,unknown,0.8,0.9655,0.9978,,,90,94,4.255319148936165,3.4499999999999975
sbert,6btAk1CBU7U,commentary,long,unknown,0.9,0.9808,0.9992,,,92,94,2.127659574468088,1.9199999999999995
sbert,6btAk1CBU7U,commentary,long,unknown,0.95,0.9863,0.9997,,,93,94,1.0638297872340385,1.3700000000000045
heuristic,6btAk1CBU7U,commentary,long,unknown,0.5,0.5847,0.9852,,,52,94,44.680851063829785,41.53
heuristic,6btAk1CBU7U,commentary,long,unknown,0.6,0.7226,0.9901,,,62,94,34.04255319148937,27.74
heuristic,6btAk1CBU7U,commentary,long,unknown,0.7,0.8188,0.9917,,,71,94,24.468085106382976,18.120000000000005
heuristic,6btAk1CBU7U,commentary,long,unknown,0.8,0.9217,0.9959,,,81,94,13.829787234042556,7.830000000000004
heuristic,6btAk1CBU7U,commentary,long,unknown,0.9,0.9863,0.9988,,,90,94,4.255319148936165,1.3700000000000045
heuristic,6btAk1CBU7U,commentary,long,unknown,0.95,0.9863,0.9988,,,90,94,4.255319148936165,1.3700000000000045
model,6p4phB2Rybs,commentary,long,unknown,0.5,0.8332,0.9903,0.8326,0.8326,41,59,30.508474576271183,16.679999999999996
model,6p4phB2Rybs,commentary,long,unknown,0.6,0.8487,0.991,0.8478,0.8478,42,59,28.8135593220339,15.129999999999999
model,6p4phB2Rybs,commentary,long,unknown,0.7,0.9328,0.9945,0.9323,0.9323,49,59,16.94915254237288,6.720000000000004
model,6p4phB2Rybs,commentary,long,unknown,0.8,0.9535,0.9961,0.9534,0.9534,52,59,11.864406779661019,4.649999999999999
model,6p4phB2Rybs,commentary,long,unknown,0.9,0.9826,0.9986,0.982,0.982,56,59,5.0847457627118615,1.739999999999997
model,6p4phB2Rybs,commentary,long,unknown,0.95,1.0,1.0,1.0,1.0,59,59,0.0,0.0
tfidf,6p4phB2Rybs,commentary,long,unknown,0.5,0.485,0.9411,,,18,59,69.4915254237288,51.5
tfidf,6p4phB2Rybs,commentary,long,unknown,0.6,0.7597,0.9819,,,35,59,40.67796610169492,24.029999999999994
tfidf,6p4phB2Rybs,commentary,long,unknown,0.7,0.9283,0.9936,,,49,59,16.94915254237288,7.169999999999998
tfidf,6p4phB2Rybs,commentary,long,unknown,0.8,0.9438,0.994,,,50,59,15.254237288135597,5.620000000000003
tfidf,6p4phB2Rybs,commentary,long,unknown,0.9,0.966,0.9969,,,53,59,10.169491525423723,3.400000000000003
tfidf,6p4phB2Rybs,commentary,long,unknown,0.95,0.9757,0.9984,,,55,59,6.779661016949157,2.429999999999999
sbert,6p4phB2Rybs,commentary,long,unknown,0.5,0.7053,0.9808,,,38,59,35.59322033898306,29.469999999999995
sbert,6p4phB2Rybs,commentary,long,unknown,0.6,0.822,0.989,,,46,59,22.033898305084744,17.800000000000004
sbert,6p4phB2Rybs,commentary,long,unknown,0.7,0.9272,0.9953,,,54,59,8.47457627118644,7.279999999999998
sbert,6p4phB2Rybs,commentary,long,unknown,0.8,0.9565,0.9974,,,56,59,5.0847457627118615,4.349999999999998
sbert,6p4phB2Rybs,commentary,long,unknown,0.9,0.9875,0.9995,,,58,59,1.6949152542372836,1.2499999999999956
sbert,6p4phB2Rybs,commentary,long,unknown,0.95,1.0,1.0,,,59,59,0.0,0.0
heuristic,6p4phB2Rybs,commentary,long,unknown,0.5,0.6614,0.9891,,,38,59,35.59322033898306,33.86
heuristic,6p4phB2Rybs,commentary,long,unknown,0.6,0.8082,0.9932,,,45,59,23.728813559322038,19.179999999999996
heuristic,6p4phB2Rybs,commentary,long,unknown,0.7,0.8629,0.9952,,,48,59,18.644067796610166,13.71
heuristic,6p4phB2Rybs,commentary,long,unknown,0.8,0.9587,0.9981,,,54,59,8.47457627118644,4.130000000000001
heuristic,6p4phB2Rybs,commentary,long,unknown,0.9,0.9832,0.9988,,,56,59,5.0847457627118615,1.6800000000000037
heuristic,6p4phB2Rybs,commentary,long,unknown,0.95,0.9832,0.9988,,,56,59,5.0847457627118615,1.6800000000000037
model,7HX-oAKIlDs,tv_series,medium,unknown,0.5,1.0,1.0,1.0,1.0,18,18,0.0,0.0
model,7HX-oAKIlDs,tv_series,medium,unknown,0.6,1.0,1.0,1.0,1.0,18,18,0.0,0.0
model,7HX-oAKIlDs,tv_series,medium,unknown,0.7,1.0,1.0,1.0,1.0,18,18,0.0,0.0
model,7HX-oAKIlDs,tv_series,medium,unknown,0.8,1.0,1.0,1.0,1.0,18,18,0.0,0.0
model,7HX-oAKIlDs,tv_series,medium,unknown,0.9,1.0,1.0,1.0,1.0,18,18,0.0,0.0
model,7HX-oAKIlDs,tv_series,medium,unknown,0.95,1.0,1.0,1.0,1.0,18,18,0.0,0.0
tfidf,7HX-oAKIlDs,tv_series,medium,unknown,0.5,0.668,0.9582,,,10,18,44.44444444444444,33.199999999999996
tfidf,7HX-oAKIlDs,tv_series,medium,unknown,0.6,0.8373,0.9791,,,13,18,27.77777777777778,16.269999999999996
tfidf,7HX-oAKIlDs,tv_series,medium,unknown,0.7,0.8793,0.9864,,,14,18,22.22222222222222,12.070000000000004
tfidf,7HX-oAKIlDs,tv_series,medium,unknown,0.8,0.9547,0.9942,,,16,18,11.111111111111116,4.530000000000001
tfidf,7HX-oAKIlDs,tv_series,medium,unknown,0.9,0.9847,0.997,,,17,18,5.555555555555558,1.529999999999998
tfidf,7HX-oAKIlDs,tv_series,medium,unknown,0.95,0.9847,0.997,,,17,18,5.555555555555558,1.529999999999998
sbert,7HX-oAKIlDs,tv_series,medium,unknown,0.5,1.0,1.0,,,18,18,0.0,0.0
sbert,7HX-oAKIlDs,tv_series,medium,unknown,0.6,1.0,1.0,,,18,18,0.0,0.0
sbert,7HX-oAKIlDs,tv_series,medium,unknown,0.7,1.0,1.0,,,18,18,0.0,0.0
sbert,7HX-oAKIlDs,tv_series,medium,unknown,0.8,1.0,1.0,,,18,18,0.0,0.0
sbert,7HX-oAKIlDs,tv_series,medium,unknown,0.9,1.0,1.0,,,18,18,0.0,0.0
sbert,7HX-oAKIlDs,tv_series,medium,unknown,0.95,1.0,1.0,,,18,18,0.0,0.0
heuristic,7HX-oAKIlDs,tv_series,medium,unknown,0.5,0.9407,0.9939,,,16,18,11.111111111111116,5.9300000000000015
heuristic,7HX-oAKIlDs,tv_series,medium,unknown,0.6,0.956,0.9968,,,17,18,5.555555555555558,4.400000000000004
heuristic,7HX-oAKIlDs,tv_series,medium,unknown,0.7,1.0,1.0,,,18,18,0.0,0.0
heuristic,7HX-oAKIlDs,tv_series,medium,unknown,0.8,1.0,1.0,,,18,18,0.0,0.0
heuristic,7HX-oAKIlDs,tv_series,medium,unknown,0.9,1.0,1.0,,,18,18,0.0,0.0
heuristic,7HX-oAKIlDs,tv_series,medium,unknown,0.95,1.0,1.0,,,18,18,0.0,0.0
model,7O6ej9OSW2w,lectures,medium,unknown,0.5,0.6651,0.9227,0.668,0.668,26,55,52.727272727272734,33.489999999999995
model,7O6ej9OSW2w,lectures,medium,unknown,0.6,0.7412,0.9488,0.7482,0.7482,31,55,43.63636363636364,25.880000000000003
model,7O6ej9OSW2w,lectures,medium,unknown,0.7,0.8414,0.97,0.8476,0.8476,38,55,30.909090909090907,15.859999999999996
model,7O6ej9OSW2w,lectures,medium,unknown,0.8,0.9251,0.9862,0.9284,0.9284,46,55,16.36363636363637,7.489999999999997
model,7O6ej9OSW2w,lectures,medium,unknown,0.9,0.9917,0.9992,0.9886,0.9886,54,55,1.8181818181818188,0.8299999999999974
model,7O6ej9OSW2w,lectures,medium,unknown,0.95,1.0,1.0,1.0,1.0,55,55,0.0,0.0
tfidf,7O6ej9OSW2w,lectures,medium,unknown,0.5,0.5324,0.8787,,,17,55,69.0909090909091,46.760000000000005
tfidf,7O6ej9OSW2w,lectures,medium,unknown,0.6,0.6887,0.9427,,,27,55,50.90909090909091,31.130000000000003
tfidf,7O6ej9OSW2w,lectures,medium,unknown,0.7,0.8662,0.9759,,,39,55,29.09090909090909,13.380000000000003
tfidf,7O6ej9OSW2w,lectures,medium,unknown,0.8,0.964,0.9944,,,50,55,9.090909090909093,3.600000000000003
tfidf,7O6ej9OSW2w,lectures,medium,unknown,0.9,0.9965,0.9992,,,54,55,1.8181818181818188,0.34999999999999476
tfidf,7O6ej9OSW2w,lectures,medium,unknown,0.95,0.9965,0.9992,,,54,55,1.8181818181818188,0.34999999999999476
sbert,7O6ej9OSW2w,lectures,medium,unknown,0.5,0.4104,0.8735,,,16,55,70.9090909090909,58.96
sbert,7O6ej9OSW2w,lectures,medium,unknown,0.6,0.6851,0.9356,,,32,55,41.81818181818182,31.489999999999995
sbert,7O6ej9OSW2w,lectures,medium,unknown,0.7,0.8803,0.9879,,,46,55,16.36363636363637,11.970000000000002
sbert,7O6ej9OSW2w,lectures,medium,unknown,0.8,0.9664,0.9968,,,52,55,5.454545454545457,3.3599999999999963
sbert,7O6ej9OSW2w,lectures,medium,unknown,0.9,1.0,1.0,,,55,55,0.0,0.0
sbert,7O6ej9OSW2w,lectures,medium,unknown,0.95,1.0,1.0,,,55,55,0.0,0.0
heuristic,7O6ej9OSW2w,lectures,medium,unknown,0.5,0.4004,0.9176,,,21,55,61.81818181818181,59.96
heuristic,7O6ej9OSW2w,lectures,medium,unknown,0.6,0.5041,0.9364,,,24,55,56.363636363636374,49.59
heuristic,7O6ej9OSW2w,lectures,medium,unknown,0.7,0.668,0.9597,,,30,55,45.45454545454546,33.199999999999996
heuristic,7O6ej9OSW2w,lectures,medium,unknown,0.8,0.8514,0.9852,,,41,55,25.454545454545453,14.859999999999996
heuristic,7O6ej9OSW2w,lectures,medium,unknown,0.9,0.9723,0.997,,,52,55,5.454545454545457,2.7699999999999947
heuristic,7O6ej9OSW2w,lectures,medium,unknown,0.95,1.0,1.0,,,55,55,0.0,0.0
model,7onAN_t68t0,ted,medium,unknown,0.5,0.8077,0.9774,0.8075,0.8075,15,22,31.818181818181824,19.230000000000004
model,7onAN_t68t0,ted,medium,unknown,0.6,0.8077,0.9774,0.8075,0.8075,15,22,31.818181818181824,19.230000000000004
model,7onAN_t68t0,ted,medium,unknown,0.7,0.908,0.9864,0.9089,0.9089,18,22,18.181818181818176,9.199999999999998
model,7onAN_t68t0,ted,medium,unknown,0.8,0.9381,0.992,0.9379,0.9379,19,22,13.636363636363635,6.189999999999996
model,7onAN_t68t0,ted,medium,unknown,0.9,0.9788,0.9976,0.9789,0.9789,21,22,4.545454545454541,2.1199999999999997
model,7onAN_t68t0,ted,medium,unknown,0.95,0.9788,0.9976,0.9789,0.9789,21,22,4.545454545454541,2.1199999999999997
tfidf,7onAN_t68t0,ted,medium,unknown,0.5,0.5434,0.932,,,7,22,68.18181818181819,45.660000000000004
tfidf,7onAN_t68t0,ted,medium,unknown,0.6,0.7746,0.9696,,,13,22,40.90909090909091,22.540000000000006
tfidf,7onAN_t68t0,ted,medium,unknown,0.7,0.8543,0.9812,,,16,22,27.27272727272727,14.570000000000006
tfidf,7onAN_t68t0,ted,medium,unknown,0.8,0.9381,0.992,,,19,22,13.636363636363635,6.189999999999996
tfidf,7onAN_t68t0,ted,medium,unknown,0.9,0.9381,0.992,,,19,22,13.636363636363635,6.189999999999996
tfidf,7onAN_t68t0,ted,medium,unknown,0.95,0.9805,0.9973,,,21,22,4.545454545454541,1.9499999999999962
sbert,7onAN_t68t0,ted,medium,unknown,0.5,0.8596,0.9853,,,17,22,22.72727272727273,14.039999999999997
sbert,7onAN_t68t0,ted,medium,unknown,0.6,0.9805,0.9973,,,21,22,4.545454545454541,1.9499999999999962
sbert,7onAN_t68t0,ted,medium,unknown,0.7,0.9805,0.9973,,,21,22,4.545454545454541,1.9499999999999962
sbert,7onAN_t68t0,ted,medium,unknown,0.8,0.9805,0.9973,,,21,22,4.545454545454541,1.9499999999999962
sbert,7onAN_t68t0,ted,medium,unknown,0.9,1.0,1.0,,,22,22,0.0,0.0
sbert,7onAN_t68t0,ted,medium,unknown,0.95,1.0,1.0,,,22,22,0.0,0.0
heuristic,7onAN_t68t0,ted,medium,unknown,0.5,0.6171,0.9777,,,13,22,40.90909090909091,38.29
heuristic,7onAN_t68t0,ted,medium,unknown,0.6,0.8484,0.9892,,,17,22,22.72727272727273,15.159999999999997
heuristic,7onAN_t68t0,ted,medium,unknown,0.7,0.9103,0.9928,,,19,22,13.636363636363635,8.97
heuristic,7onAN_t68t0,ted,medium,unknown,0.8,0.9487,0.9947,,,20,22,9.090909090909093,5.130000000000001
heuristic,7onAN_t68t0,ted,medium,unknown,0.9,0.9788,0.9976,,,21,22,4.545454545454541,2.1199999999999997
heuristic,7onAN_t68t0,ted,medium,unknown,0.95,0.9788,0.9976,,,21,22,4.545454545454541,2.1199999999999997
